title,link,en,de,fr,es,nl,ko,ceb,ar,sv,ru,hi,tr,zh,af
Gabriël Metsu,https://en.wikipedia.org/wiki/Gabri%C3%ABl_Metsu,1,0,1,0,0,1,1,1,0,1,0,1,1,1
Woman Reading a Letter (Metsu),https://en.wikipedia.org/wiki/Woman_Reading_a_Letter_(Metsu),1,0,1,1,1,1,1,1,0,1,0,1,1,1
Summer Evening at Skagen. The Artist's Wife and Dog by the Shore,https://en.wikipedia.org/wiki/Summer_Evening_at_Skagen._The_Artist%27s_Wife_and_Dog_by_the_Shore,0,0,1,1,1,1,1,1,0,1,0,1,1,1
Daniel in the lions' den,https://en.wikipedia.org/wiki/Daniel_in_the_lions%27_den,0,0,0,1,1,1,1,0,0,1,0,1,1,1
Las Meninas,https://en.wikipedia.org/wiki/Las_Meninas,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Vanitas,https://en.wikipedia.org/wiki/Vanitas,0,0,0,0,0,0,1,1,0,0,0,1,0,1
Antonio de Pereda,https://en.wikipedia.org/wiki/Antonio_de_Pereda,1,0,1,0,1,0,1,1,0,1,0,1,1,1
Roses (Krøyer),https://en.wikipedia.org/wiki/Roses_(Kr%C3%B8yer),0,0,1,0,1,0,1,1,1,1,0,1,1,1
"Portrait of a Young Woman (Botticelli, Frankfurt)","https://en.wikipedia.org/wiki/Portrait_of_a_Young_Woman_(Botticelli,_Frankfurt)",1,0,1,1,1,0,1,1,1,1,0,1,1,1
Valentin de Boulogne,https://en.wikipedia.org/wiki/Valentin_de_Boulogne,1,0,1,1,1,0,1,1,1,1,0,1,1,1
The Washington Family,https://en.wikipedia.org/wiki/The_Washington_Family,0,0,1,1,1,0,1,0,1,1,0,1,1,1
Edward Savage (artist),https://en.wikipedia.org/wiki/Edward_Savage_(artist),0,0,1,1,1,0,1,1,1,0,0,1,1,1
Mrs. Richard Brinsley Sheridan (painting),https://en.wikipedia.org/wiki/Mrs._Richard_Brinsley_Sheridan_(painting),1,0,1,1,1,0,1,1,1,0,0,1,1,1
Nighthawks (painting),https://en.wikipedia.org/wiki/Nighthawks_(painting),1,1,1,1,1,1,1,1,1,1,0,1,1,1
Edward Hopper,https://en.wikipedia.org/wiki/Edward_Hopper,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Le Déjeuner sur l'herbe,https://en.wikipedia.org/wiki/Le_D%C3%A9jeuner_sur_l%27herbe,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Portrait of Bindo Altoviti,https://en.wikipedia.org/wiki/Portrait_of_Bindo_Altoviti,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Scene from A Midsummer Night's Dream,https://en.wikipedia.org/wiki/Scene_from_A_Midsummer_Night%27s_Dream,0,1,1,1,1,1,1,1,1,1,0,1,1,1
Edwin Landseer,https://en.wikipedia.org/wiki/Edwin_Landseer,1,0,1,1,0,1,1,1,0,1,0,1,1,1
The Death of Socrates,https://en.wikipedia.org/wiki/The_Death_of_Socrates,1,1,1,1,0,1,1,1,1,1,0,1,1,1
Skull of a Skeleton with Burning Cigarette,https://en.wikipedia.org/wiki/Skull_of_a_Skeleton_with_Burning_Cigarette,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Almond Blossoms,https://en.wikipedia.org/wiki/Almond_Blossoms,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Copies by Vincent van Gogh,https://en.wikipedia.org/wiki/Copies_by_Vincent_van_Gogh,1,1,1,1,1,1,1,1,1,1,0,1,1,1
God Speed (painting),https://en.wikipedia.org/wiki/God_Speed_(painting),1,1,1,1,1,1,1,1,1,1,0,1,1,1
City of Workers,https://en.wikipedia.org/wiki/City_of_Workers,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Hans Baluschek,https://en.wikipedia.org/wiki/Hans_Baluschek,0,0,1,1,0,1,1,1,0,1,0,0,1,1
Woman with a Mirror,https://en.wikipedia.org/wiki/Woman_with_a_Mirror,1,0,1,1,0,1,1,1,0,1,0,0,1,1
Sunflowers (Van Gogh series),https://en.wikipedia.org/wiki/Sunflowers_(Van_Gogh_series),1,0,0,1,1,1,1,1,0,1,0,1,0,1
Berthe Morisot with a Bouquet of Violets,https://en.wikipedia.org/wiki/Berthe_Morisot_with_a_Bouquet_of_Violets,1,1,1,1,1,1,1,1,1,1,0,1,0,1
A Young Girl Reading,https://en.wikipedia.org/wiki/A_Young_Girl_Reading,1,1,1,1,1,1,1,1,1,1,0,1,0,1
The Cathedral (Katedrála),https://en.wikipedia.org/wiki/The_Cathedral_(Katedr%C3%A1la),0,1,1,1,1,1,1,1,1,1,0,1,0,1
František Kupka,https://en.wikipedia.org/wiki/Franti%C5%A1ek_Kupka,1,0,1,1,0,1,1,1,0,1,0,1,1,1
Charles I in Three Positions,https://en.wikipedia.org/wiki/Charles_I_in_Three_Positions,1,0,1,1,0,1,1,1,0,1,0,1,1,1
"Hip, Hip, Hurrah!","https://en.wikipedia.org/wiki/Hip,_Hip,_Hurrah!",1,0,1,0,1,1,1,1,1,1,0,1,1,1
User:Acabashi,https://en.wikipedia.org/wiki/User:Acabashi,0,0,1,0,1,1,1,1,1,1,0,1,1,1
Fairy tale,https://en.wikipedia.org/wiki/Fairy_tale,0,0,0,1,0,0,1,0,0,0,0,0,0,1
Mikalojus Konstantinas Čiurlionis,https://en.wikipedia.org/wiki/Mikalojus_Konstantinas_%C4%8Ciurlionis,1,0,1,1,0,0,1,1,0,1,0,1,1,1
Francisco de Miranda,https://en.wikipedia.org/wiki/Francisco_de_Miranda,1,0,1,1,0,0,1,1,1,1,0,1,0,1
Arturo Michelena,https://en.wikipedia.org/wiki/Arturo_Michelena,1,0,1,1,0,0,1,1,1,1,0,1,0,1
Springtime (painting),https://en.wikipedia.org/wiki/Springtime_(painting),1,0,1,1,0,0,1,1,1,1,0,1,0,1
The Art of Painting,https://en.wikipedia.org/wiki/The_Art_of_Painting,1,1,1,1,1,0,1,1,1,1,0,1,0,1
Anchises,https://en.wikipedia.org/wiki/Anchises,0,0,1,0,1,0,1,1,0,1,0,0,0,1
William Blake Richmond,https://en.wikipedia.org/wiki/William_Blake_Richmond,1,0,1,0,1,0,1,1,0,1,0,0,0,1
Mary Ellen Best,https://en.wikipedia.org/wiki/Mary_Ellen_Best,1,0,1,0,1,0,1,1,0,1,0,0,0,1
In the Conservatory,https://en.wikipedia.org/wiki/In_the_Conservatory,1,1,1,0,1,0,1,1,1,1,0,0,0,1
The Raising of Lazarus (Rembrandt),https://en.wikipedia.org/wiki/The_Raising_of_Lazarus_(Rembrandt),0,1,1,0,1,0,1,1,1,1,0,0,0,1
The Milkmaid (Vermeer),https://en.wikipedia.org/wiki/The_Milkmaid_(Vermeer),1,1,1,1,1,0,1,1,1,1,0,0,1,1
A Polish Nobleman,https://en.wikipedia.org/wiki/A_Polish_Nobleman,1,1,1,1,1,0,1,1,1,1,0,0,1,1
The Fall of Phaeton (Rubens),https://en.wikipedia.org/wiki/The_Fall_of_Phaeton_(Rubens),1,1,1,1,1,0,1,1,1,1,0,0,1,1
Homme au bain (painting),https://en.wikipedia.org/wiki/Homme_au_bain_(painting),1,1,1,1,1,0,1,1,1,1,0,0,1,1
Gustave Caillebotte,https://en.wikipedia.org/wiki/Gustave_Caillebotte,1,0,1,1,0,1,1,1,1,1,0,1,1,1
Coronation of the Virgin (Velázquez),https://en.wikipedia.org/wiki/Coronation_of_the_Virgin_(Vel%C3%A1zquez),1,0,1,1,0,1,1,1,1,1,0,1,1,1
Jeremiah Lamenting the Destruction of Jerusalem,https://en.wikipedia.org/wiki/Jeremiah_Lamenting_the_Destruction_of_Jerusalem,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Streatham portrait,https://en.wikipedia.org/wiki/Streatham_portrait,1,1,0,1,1,1,1,1,1,1,0,1,1,1
Cliff Dwellers (painting),https://en.wikipedia.org/wiki/Cliff_Dwellers_(painting),0,1,0,1,1,1,1,1,1,1,0,1,1,1
The Seven Deadly Sins and the Four Last Things,https://en.wikipedia.org/wiki/The_Seven_Deadly_Sins_and_the_Four_Last_Things,1,1,1,1,1,1,1,1,1,1,0,1,1,1
The Last Day of Pompeii,https://en.wikipedia.org/wiki/The_Last_Day_of_Pompeii,1,0,1,1,1,1,1,1,1,1,0,1,1,1
Karl Bryullov,https://en.wikipedia.org/wiki/Karl_Bryullov,1,0,1,1,0,1,1,1,0,1,0,0,1,1
"The Rocky Mountains, Lander's Peak","https://en.wikipedia.org/wiki/The_Rocky_Mountains,_Lander%27s_Peak",1,0,1,1,0,1,1,1,0,1,0,0,1,1
Portrait of a Lady (van der Weyden),https://en.wikipedia.org/wiki/Portrait_of_a_Lady_(van_der_Weyden),0,1,1,1,1,1,1,0,0,1,0,0,0,1
The Railway,https://en.wikipedia.org/wiki/The_Railway,1,1,1,1,1,1,1,1,1,1,0,1,0,1
Irises (painting),https://en.wikipedia.org/wiki/Irises_(painting),1,1,1,1,1,1,1,1,1,1,0,1,1,1
Wheat Field with Cypresses,https://en.wikipedia.org/wiki/Wheat_Field_with_Cypresses,1,1,1,1,1,0,1,1,1,1,0,1,1,1
The Ninth Wave,https://en.wikipedia.org/wiki/The_Ninth_Wave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ivan Aivazovsky,https://en.wikipedia.org/wiki/Ivan_Aivazovsky,1,0,1,1,1,1,1,1,1,1,1,1,1,1
Beata Beatrix,https://en.wikipedia.org/wiki/Beata_Beatrix,1,0,1,0,1,1,1,1,1,1,1,1,1,1
Bacchus and Ariadne,https://en.wikipedia.org/wiki/Bacchus_and_Ariadne,1,0,1,1,1,1,1,1,1,1,1,1,1,1
Wrestlers (Eakins),https://en.wikipedia.org/wiki/Wrestlers_(Eakins),1,0,1,1,1,1,1,1,1,1,1,1,1,1
Thomas Eakins,https://en.wikipedia.org/wiki/Thomas_Eakins,1,0,1,1,1,1,1,1,1,1,1,1,0,1
Sleeping Venus (Giorgione),https://en.wikipedia.org/wiki/Sleeping_Venus_(Giorgione),1,1,1,1,1,1,1,1,1,1,1,1,1,1
Whistlejacket,https://en.wikipedia.org/wiki/Whistlejacket,1,1,1,1,1,1,1,1,1,1,1,1,1,1
George Stubbs,https://en.wikipedia.org/wiki/George_Stubbs,1,0,1,1,1,1,1,1,0,1,1,1,1,1
Charles I with M. de St Antoine,https://en.wikipedia.org/wiki/Charles_I_with_M._de_St_Antoine,0,0,1,1,1,1,1,1,0,1,1,1,1,1
Sunset at Montmajour,https://en.wikipedia.org/wiki/Sunset_at_Montmajour,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Portrait of Federico II Gonzaga,https://en.wikipedia.org/wiki/Portrait_of_Federico_II_Gonzaga,1,1,1,1,1,1,1,1,1,1,1,1,1,1
The Church at Auvers,https://en.wikipedia.org/wiki/The_Church_at_Auvers,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Portrait of Sebastián de Morra,https://en.wikipedia.org/wiki/Portrait_of_Sebasti%C3%A1n_de_Morra,1,1,1,1,1,1,1,1,1,1,1,1,1,1
The Skater,https://en.wikipedia.org/wiki/The_Skater,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mrs. Fiske Warren (Gretchen Osgood) and Her Daughter Rachel,https://en.wikipedia.org/wiki/Mrs._Fiske_Warren_(Gretchen_Osgood)_and_Her_Daughter_Rachel,1,1,1,1,1,1,1,1,1,1,1,1,1,1
The Ruins of Holyrood Chapel,https://en.wikipedia.org/wiki/The_Ruins_of_Holyrood_Chapel,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Louis Daguerre,https://en.wikipedia.org/wiki/Louis_Daguerre,1,0,1,1,0,0,1,1,1,1,1,1,1,1
The Pearl and the Wave,https://en.wikipedia.org/wiki/The_Pearl_and_the_Wave,1,0,1,1,0,0,1,1,1,1,1,1,1,1
Paul-Jacques-Aimé Baudry,https://en.wikipedia.org/wiki/Paul-Jacques-Aim%C3%A9_Baudry,1,0,1,1,0,0,1,1,0,1,1,1,1,1
Ophelia (painting),https://en.wikipedia.org/wiki/Ophelia_(painting),1,1,1,1,1,0,1,1,0,1,1,1,1,1
Portrait of Maria Anna,https://en.wikipedia.org/wiki/Portrait_of_Maria_Anna,1,1,1,1,1,0,1,1,0,1,1,1,1,1
Portrait of Madame X,https://en.wikipedia.org/wiki/Portrait_of_Madame_X,1,1,1,1,1,0,1,1,0,1,1,1,1,1
Gassed (painting),https://en.wikipedia.org/wiki/Gassed_(painting),1,1,1,0,1,0,1,1,0,1,1,1,1,1
The Spanish Wedding,https://en.wikipedia.org/wiki/The_Spanish_Wedding,1,1,1,1,1,0,1,1,0,1,1,1,1,1
Marià Fortuny,https://en.wikipedia.org/wiki/Mari%C3%A0_Fortuny,1,0,1,1,0,0,1,1,0,1,1,1,1,1
Young Hare,https://en.wikipedia.org/wiki/Young_Hare,1,1,1,1,1,0,1,1,0,1,1,1,1,1
Fantine (painting),https://en.wikipedia.org/wiki/Fantine_(painting),0,1,1,1,1,0,1,1,0,1,1,1,1,1
Margaret Bernadine Hall,https://en.wikipedia.org/wiki/Margaret_Bernadine_Hall,0,1,1,1,1,0,1,1,0,1,1,1,1,1
The Heart of the Andes,https://en.wikipedia.org/wiki/The_Heart_of_the_Andes,1,1,1,1,1,0,1,1,0,1,1,1,1,1
"A Storm in the Rocky Mountains, Mt. Rosalie","https://en.wikipedia.org/wiki/A_Storm_in_the_Rocky_Mountains,_Mt._Rosalie",1,1,1,1,1,0,1,1,0,1,1,1,1,1
Aurora Borealis (painting),https://en.wikipedia.org/wiki/Aurora_Borealis_(painting),1,1,1,1,1,0,1,1,0,1,1,1,1,1
Crucifixion and Last Judgement diptych,https://en.wikipedia.org/wiki/Crucifixion_and_Last_Judgement_diptych,0,1,1,1,1,0,1,1,0,1,1,1,1,1
User:Samsara,https://en.wikipedia.org/wiki/User:Samsara,0,1,1,1,1,0,1,1,0,1,1,1,1,1
The Emperor Napoleon in His Study at the Tuileries,https://en.wikipedia.org/wiki/The_Emperor_Napoleon_in_His_Study_at_the_Tuileries,1,1,1,1,1,0,1,1,1,1,1,1,1,1
The Tower of Babel (Bruegel),https://en.wikipedia.org/wiki/The_Tower_of_Babel_(Bruegel),1,1,1,1,1,0,1,1,1,1,1,1,1,1
Olympia (Manet),https://en.wikipedia.org/wiki/Olympia_(Manet),1,0,1,1,1,1,1,1,0,1,1,1,1,1
The Jewish Bride,https://en.wikipedia.org/wiki/The_Jewish_Bride,1,1,1,1,1,1,1,1,1,1,1,1,0,1
The Execution of Lady Jane Grey,https://en.wikipedia.org/wiki/The_Execution_of_Lady_Jane_Grey,1,1,1,1,1,1,1,1,1,1,1,1,0,1
Reply of the Zaporozhian Cossacks,https://en.wikipedia.org/wiki/Reply_of_the_Zaporozhian_Cossacks,1,1,1,1,1,1,1,1,1,1,1,1,0,1
Les raboteurs de parquet,https://en.wikipedia.org/wiki/Les_raboteurs_de_parquet,1,0,1,1,1,1,1,1,1,1,1,1,0,1
Michael Ancher,https://en.wikipedia.org/wiki/Michael_Ancher,0,0,1,1,1,0,1,1,1,1,1,1,0,1
St. Francis in Ecstasy (Bellini),https://en.wikipedia.org/wiki/St._Francis_in_Ecstasy_(Bellini),1,0,1,1,1,0,1,1,1,1,1,1,0,1
Equestrian Portrait of the Count-Duke of Olivares,https://en.wikipedia.org/wiki/Equestrian_Portrait_of_the_Count-Duke_of_Olivares,1,0,1,1,1,0,1,1,1,1,1,1,0,1
The Second of May 1808,https://en.wikipedia.org/wiki/The_Second_of_May_1808,1,0,1,1,1,0,1,1,1,1,0,1,0,1
Fight with Cudgels,https://en.wikipedia.org/wiki/Fight_with_Cudgels,1,0,1,0,1,0,1,1,1,1,0,1,0,1
American Gothic,https://en.wikipedia.org/wiki/American_Gothic,1,1,1,1,1,1,1,1,0,1,0,1,1,1
Grant Wood,https://en.wikipedia.org/wiki/Grant_Wood,1,0,1,1,1,0,1,1,1,1,0,1,0,1
Christ Crucified (Velázquez),https://en.wikipedia.org/wiki/Christ_Crucified_(Vel%C3%A1zquez),1,1,1,1,1,0,1,1,1,1,0,1,0,1
The Third of May 1808,https://en.wikipedia.org/wiki/The_Third_of_May_1808,1,1,1,1,1,0,1,1,1,1,0,1,1,1
User:Papa Lima Whiskey 2 (page does not exist),https://en.wikipedia.org/w/index.php?title=User:Papa_Lima_Whiskey_2&action=edit&redlink=1,0,1,1,1,1,0,1,1,1,1,0,1,1,1
Rokeby Venus,https://en.wikipedia.org/wiki/Rokeby_Venus,0,1,1,1,1,0,1,1,1,1,0,1,1,1
The Princess from the Land of Porcelain,https://en.wikipedia.org/wiki/The_Princess_from_the_Land_of_Porcelain,1,1,1,1,1,0,1,1,1,1,0,1,1,1
James Abbott McNeill Whistler,https://en.wikipedia.org/wiki/James_Abbott_McNeill_Whistler,1,0,1,1,1,1,1,1,1,1,0,1,1,1
The Dog (Goya),https://en.wikipedia.org/wiki/The_Dog_(Goya),1,1,1,1,1,1,1,1,1,1,0,1,1,1
Saturn Devouring His Son,https://en.wikipedia.org/wiki/Saturn_Devouring_His_Son,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Nocturne in Black and Gold – The Falling Rocket,https://en.wikipedia.org/wiki/Nocturne_in_Black_and_Gold_%E2%80%93_The_Falling_Rocket,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Whistler's Mother,https://en.wikipedia.org/wiki/Whistler%27s_Mother,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Portrait of a Young Girl (Christus),https://en.wikipedia.org/wiki/Portrait_of_a_Young_Girl_(Christus),0,1,1,0,1,1,1,0,1,1,0,1,0,1
La Maja desnuda,https://en.wikipedia.org/wiki/La_Maja_desnuda,0,1,1,1,1,1,1,1,1,1,0,1,1,1
La maja vestida,https://en.wikipedia.org/wiki/La_maja_vestida,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Ginevra de' Benci,https://en.wikipedia.org/wiki/Ginevra_de%27_Benci,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Lady with an Ermine,https://en.wikipedia.org/wiki/Lady_with_an_Ermine,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Portrait of Sir Thomas More (Holbein),https://en.wikipedia.org/wiki/Portrait_of_Sir_Thomas_More_(Holbein),1,1,1,1,1,1,1,1,1,1,0,1,1,1
Mona Lisa,https://en.wikipedia.org/wiki/Mona_Lisa,1,1,1,1,1,1,1,1,1,1,0,1,1,0
Kartikeya,https://en.wikipedia.org/wiki/Kartikeya,1,0,1,0,0,1,1,1,0,1,1,1,1,0
Raja Ravi Varma,https://en.wikipedia.org/wiki/Raja_Ravi_Varma,1,0,1,1,0,1,1,1,0,1,1,1,1,1
Portrait of Baldassare Castiglione,https://en.wikipedia.org/wiki/Portrait_of_Baldassare_Castiglione,1,0,1,1,1,1,1,1,0,1,1,1,1,1
The Starry Night,https://en.wikipedia.org/wiki/The_Starry_Night,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Self-Portrait with Beret and Turned-Up Collar,https://en.wikipedia.org/wiki/Self-Portrait_with_Beret_and_Turned-Up_Collar,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Wanderer above the Sea of Fog,https://en.wikipedia.org/wiki/Wanderer_above_the_Sea_of_Fog,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Netherlandish Proverbs,https://en.wikipedia.org/wiki/Netherlandish_Proverbs,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Liberty Leading the People,https://en.wikipedia.org/wiki/Liberty_Leading_the_People,1,1,1,1,0,1,0,1,1,1,1,1,1,0
Eugène Delacroix,https://en.wikipedia.org/wiki/Eug%C3%A8ne_Delacroix,1,0,1,1,1,1,1,1,1,1,1,1,1,1
The Ugly Duchess,https://en.wikipedia.org/wiki/The_Ugly_Duchess,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Quentin Matsys,https://en.wikipedia.org/wiki/Quentin_Matsys,1,0,1,0,1,1,1,1,0,1,1,1,1,1
Arnolfini Portrait,https://en.wikipedia.org/wiki/Arnolfini_Portrait,1,1,1,1,1,1,1,1,0,1,1,1,1,1
The Ambassadors (Holbein),https://en.wikipedia.org/wiki/The_Ambassadors_(Holbein),1,1,1,1,1,1,1,1,1,1,1,1,1,1
The Last Cartridges (painting),https://en.wikipedia.org/wiki/The_Last_Cartridges_(painting),1,1,1,1,1,1,1,1,1,1,1,1,1,1
Alphonse de Neuville,https://en.wikipedia.org/wiki/Alphonse_de_Neuville,0,0,1,1,1,1,1,1,0,1,1,1,1,1
User:Adam Cuerden,https://en.wikipedia.org/wiki/User:Adam_Cuerden,0,0,1,1,1,1,1,1,0,1,1,1,1,1
Figure painting,https://en.wikipedia.org/wiki/Figure_painting,0,0,1,1,1,1,1,1,0,1,1,1,1,1
L. A. Ring,https://en.wikipedia.org/wiki/L._A._Ring,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"Basilica of St. Paulinus, Trier","https://en.wikipedia.org/wiki/Basilica_of_St._Paulinus,_Trier",1,0,0,1,1,1,1,1,1,1,1,1,0,1
Christoph Thomas Scheffler,https://en.wikipedia.org/wiki/Christoph_Thomas_Scheffler,0,0,1,1,0,1,1,1,1,1,1,1,0,1
The Garden of Earthly Delights,https://en.wikipedia.org/wiki/The_Garden_of_Earthly_Delights,0,0,1,1,1,1,1,1,1,1,1,1,0,0
The Coronation of Napoleon,https://en.wikipedia.org/wiki/The_Coronation_of_Napoleon,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Cherokee Trail,https://en.wikipedia.org/wiki/Cherokee_Trail,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Queenston,https://en.wikipedia.org/wiki/Queenston,1,1,1,1,1,1,1,1,1,1,1,1,1,0
William Berryman,https://en.wikipedia.org/wiki/William_Berryman,0,1,1,0,1,1,1,1,1,1,1,1,1,0
User:Durova,https://en.wikipedia.org/wiki/User:Durova,0,1,1,0,1,1,1,1,1,1,1,1,1,0
Marriage Portrait of Isaac Massa and Beatrix van der Laen,https://en.wikipedia.org/wiki/Marriage_Portrait_of_Isaac_Massa_and_Beatrix_van_der_Laen,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Cobbe portrait,https://en.wikipedia.org/wiki/Cobbe_portrait,0,0,0,0,1,1,1,1,1,1,1,1,1,0
Meagre Company,https://en.wikipedia.org/wiki/Meagre_Company,0,0,0,1,1,1,1,1,1,1,1,1,1,0
Dutch Golden Age painting,https://en.wikipedia.org/wiki/Dutch_Golden_Age_painting,0,0,0,0,0,1,1,0,1,0,1,0,0,0
Bartholomeus van der Helst,https://en.wikipedia.org/wiki/Bartholomeus_van_der_Helst,1,0,1,1,1,1,1,0,0,1,1,0,0,0
The Night Watch,https://en.wikipedia.org/wiki/The_Night_Watch,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Innocence,https://en.wikipedia.org/wiki/Innocence,0,0,0,0,1,1,1,1,1,0,1,1,1,1
Watson and the Shark,https://en.wikipedia.org/wiki/Watson_and_the_Shark,0,1,1,0,1,1,1,1,1,1,1,1,1,1
John Singleton Copley,https://en.wikipedia.org/wiki/John_Singleton_Copley,1,0,1,0,1,1,1,1,0,1,1,1,0,1
Declaration of Independence (Trumbull),https://en.wikipedia.org/wiki/Declaration_of_Independence_(Trumbull),1,1,1,1,1,1,1,1,0,1,1,1,0,1
Fresco,https://en.wikipedia.org/wiki/Fresco,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Candido Portinari,https://en.wikipedia.org/wiki/Candido_Portinari,1,0,1,1,0,0,1,0,1,1,1,0,1,1
The Anatomy Lesson of Dr. Nicolaes Tulp,https://en.wikipedia.org/wiki/The_Anatomy_Lesson_of_Dr._Nicolaes_Tulp,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Girl with a Pearl Earring,https://en.wikipedia.org/wiki/Girl_with_a_Pearl_Earring,1,1,1,1,1,0,1,1,1,1,0,1,1,1
Sadko,https://en.wikipedia.org/wiki/Sadko,0,0,0,0,0,0,1,0,1,1,0,0,1,1
Chandos portrait,https://en.wikipedia.org/wiki/Chandos_portrait,1,0,1,1,0,0,1,0,1,0,0,0,1,1
John Taylor (painter),https://en.wikipedia.org/wiki/John_Taylor_(painter),0,0,1,1,0,0,1,0,1,0,0,0,1,1
Johann Michael Rottmayr,https://en.wikipedia.org/wiki/Johann_Michael_Rottmayr,1,0,1,0,1,0,1,0,1,1,0,0,1,1
User:Afernand74,https://en.wikipedia.org/wiki/User:Afernand74,0,0,1,0,1,0,1,0,1,1,0,0,1,1
The School of Athens,https://en.wikipedia.org/wiki/The_School_of_Athens,1,1,1,1,1,0,1,1,1,1,0,1,1,1
Jerome Horsey,https://en.wikipedia.org/wiki/Jerome_Horsey,0,1,1,1,1,0,1,1,1,1,0,1,1,1
Alexander Litovchenko,https://en.wikipedia.org/wiki/Alexander_Litovchenko,1,0,1,1,1,0,1,1,1,1,0,1,0,1
Ivan Shishkin,https://en.wikipedia.org/wiki/Ivan_Shishkin,1,0,1,1,0,1,1,1,0,1,0,1,1,1
Maslenitsa,https://en.wikipedia.org/wiki/Maslenitsa,1,0,0,0,0,1,1,0,0,1,0,1,1,1
Jews Praying in the Synagogue on Yom Kippur,https://en.wikipedia.org/wiki/Jews_Praying_in_the_Synagogue_on_Yom_Kippur,1,0,1,0,0,1,1,1,0,1,0,1,1,1
Maurycy Gottlieb,https://en.wikipedia.org/wiki/Maurycy_Gottlieb,1,0,1,1,0,1,1,1,0,1,0,1,1,1
Magic carpet,https://en.wikipedia.org/wiki/Magic_carpet,1,0,0,0,0,0,1,0,0,1,0,0,0,1
Viktor Vasnetsov,https://en.wikipedia.org/wiki/Viktor_Vasnetsov,1,0,1,1,0,0,1,1,0,1,0,1,1,1
Hell,https://en.wikipedia.org/wiki/Hell,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cueva de las Manos,https://en.wikipedia.org/wiki/Cueva_de_las_Manos,1,0,1,1,1,1,1,1,1,1,0,1,1,0
User:Marianocecowski,https://en.wikipedia.org/wiki/User:Marianocecowski,0,0,1,0,1,1,1,1,1,1,0,1,1,0
Charlotte Corday,https://en.wikipedia.org/wiki/Charlotte_Corday,1,0,1,1,1,0,1,1,0,1,0,1,1,0
